Program ID,YOK Atlas Baðlantýsý,Üniversite,Program Adý,ProgramAdý,Program Koþullarý Baðlantýsý,Öðretim Dili-Süresi-BursDurumu,Þehir,Üniversite Türü,Ücret/Burs Durumu,dt-center 5,2023 Yýlý Doluluk Durumu,2023 Yýlý Yerleþen Sayýsý,2022 Yýlý Yerleþen Sayýsý,2021 Yýlý Yerleþen Sayýsý,2020 Yýlý Yerleþen Sayýsý,2023 Yýlý TBS 0.12 Baþarý Sýrasý,2022 Yýlý TBS 0.12 Baþarý Sýrasý,2021 Yýlý TBS 0.12 Baþarý Sýrasý,2020 Yýlý TBS 0.12 Baþarý Sýrasý,2023 Yýlý TBS 0.12 Katsayý Taban Puaný,2022 Yýlý TBS 0.12 Katsayý Taban Puaný,2021 Yýlý TBS 0.12 Katsayý Taban Puaný,2020 Yýlý TBS 0.12 Katsayý Taban Puaný,2023 Yýlý Toplam Kontenjaný,2022 Yýlý Toplam Kontenjaný,2021 Yýlý Toplam Kontenjaný,2020 Yýlý Toplam Kontenjaný,Fakülte / Yüksekokul,Puan Türü,Burs Türü,2023 Yýlý Genel Kontenjan,2023 Yýlý Okul Birincisi Kontenjaný,2023 Yýlý  Toplam Kontenjan **,2023 Yýlý Genel Kontenjana Yerleþen,2023 Yýlý Okul Birincisi Kontenjanýna Yerleþen,2023 Yýlý Toplam Yerleþen,2023 Yýlý Boþ Kalan Kontenjan,2023 Yýlý Ýlk Yerleþme Oraný,2023 Yýlýnda Yerleþip Kayýt Yaptýrmayan,2023 Yýlýnda Ek Yerleþen,"2023 Yýlýnda 0,12 Katsayý ile Yerleþen Son Kiþinin Puaný *","2023 Yýlýnda 0,12 + 0,06 Katsayý ile Yerleþen Son Kiþinin Puaný","2023 Yýlýnda 0,12 Katsayý ile Yerleþen Son Kiþinin Baþarý Sýrasý","2023 Yýlýnda 0,12 + 0,06 Katsayý ile Yerleþen Son Kiþinin Baþarý Sýrasý","2023 Yýlý Tavan Puaný(0,12 Katsayý ile) *","2023 Yýlý Tavan Baþarý Sýrasý(0,12 Katsayý ile) *",2022'de Yerleþip 2023'de OBP'si Kýrýlarak Yerleþen Sayýsý *,2023 Yýlýnda Yerleþenlerin Ortalama OBP'si *,2023 Yýlýnda Yerleþenlerin Ortalama Diploma Notu *
300190580,https://yokatlas.yok.gov.tr/lisans.php?y=300190580,DOÐU AKDENÝZ ÜNÝVERSÝTESÝ,Turizm Fakültesi,Gastronomi ve Mutfak Sanatlarý (Fakülte),https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=300190580,(Ýngilizce)(Burslu)(4 Yýllýk),KKTC-GAZÝMAÐUSA,KKTC,Burslu,Örgün,Doldu#,9,,,,80559,,,,361.08211,,,,9,,,,Turizm Fakültesi,SÖZEL,Burslu,9,0,9,9,0,9,0,1,0,0,361.08211,0,80559,0,416.45833,10,0,393.689,78.7
110910175,https://yokatlas.yok.gov.tr/lisans.php?y=110910175,ANKARA SOSYAL BÝLÝMLER ÜNÝVERSÝTESÝ,ASBÜ-Kuzey Kýbrýs Yerleþkesi (KKTC-Lefkoþa),Özel Eðitim Öðretmenliði,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=110910175,(Ücretli)(4 Yýllýk),ANKARA,Devlet,Ücretli,Örgün,Doldu#,15,10,,,83377,121417,,,359.91078,346.5205,,,15,10,,,ASBÜ-Kuzey Kýbrýs Yerleþkesi (KKTC-Lefkoþa),SÖZEL,Ücretli,15,0,15,15,0,15,0,1,3,3,359.91078,0,83377,0,374.49798,53,0,346.67,69.3
203211354,https://yokatlas.yok.gov.tr/lisans.php?y=203211354,ÝSTANBUL SABAHATTÝN ZAÝM ÜNÝVERSÝTESÝ,Eðitim Fakültesi,Özel Eðitim Öðretmenliði,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=203211354,(%25 Ýndirimli)(4 Yýllýk),ÝSTANBUL,Vakýf,%25 Ýndirimli,Örgün,Doldu#,22,,,,90730,,,,356.97955,,,,22,,,,Eðitim Fakültesi,SÖZEL,%25 Ýndirimli,22,0,22,22,0,22,0,1,3,3,356.97955,0,9073,0,387.95772,34,2,376.476,75.3
110910140,https://yokatlas.yok.gov.tr/lisans.php?y=110910140,ANKARA SOSYAL BÝLÝMLER ÜNÝVERSÝTESÝ,Sosyal ve Beþeri Bilimler Fakültesi,Tarih,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=110910140,(Ýngilizce)(KKTC Uyruklu)(4 Yýllýk),ANKARA,Devlet,Ücretsiz,Örgün,Doldu#,1,1,,,97118,175619,,,354.56468,331.72763,,,1,1,,,Sosyal ve Beþeri Bilimler Fakültesi,SÖZEL,Ücretsiz,1,0,1,1,0,1,0,1,1,0,354.56468,0,97118,0,354.56468,97,0,431.946,86.4
203211347,https://yokatlas.yok.gov.tr/lisans.php?y=203211347,ÝSTANBUL SABAHATTÝN ZAÝM ÜNÝVERSÝTESÝ,Eðitim Fakültesi,Özel Eðitim Öðretmenliði,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=203211347,(Ücretli)(4 Yýllýk),ÝSTANBUL,Vakýf,Ücretli,Örgün,Doldu#,4,,,,98338,,,,354.11671,,,,4,,,,Eðitim Fakültesi,SÖZEL,Ücretli,4,0,4,4,0,4,0,1,1,0,354.11671,0,98338,0,365.03144,72,1,386.42,77.3
105761186,https://yokatlas.yok.gov.tr/lisans.php?y=105761186,ÝZMÝR KATÝP ÇELEBÝ ÜNÝVERSÝTESÝ,Sanat ve Tasarým Fakültesi,Görsel Ýletiþim Tasarýmý,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=105761186,(4 Yýllýk),ÝZMÝR,Devlet,Ücretsiz,Örgün,Doldu#,27,,,,100457,,,,353.33134,,,,27,,,,Sanat ve Tasarým Fakültesi,SÖZEL,Ücretsiz,25,1,27,26,0,27,0,1,1,1,353.33134,0,100457,0,390.15566,31,4,406.769,81.4
300190559,https://yokatlas.yok.gov.tr/lisans.php?y=300190559,DOÐU AKDENÝZ ÜNÝVERSÝTESÝ,Turizm Fakültesi,Gastronomi ve Mutfak Sanatlarý (Fakülte),https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=300190559,(Burslu)(4 Yýllýk),KKTC-GAZÝMAÐUSA,KKTC,Burslu,Örgün,Doldu#,11,,,,104446,,,,351.89406,,,,11,,,,Turizm Fakültesi,SÖZEL,Burslu,11,0,11,11,0,11,0,1,1,1,351.89406,0,104446,0,407.16195,16,0,380.857,76.2
101790170,https://yokatlas.yok.gov.tr/lisans.php?y=101790170,BATMAN ÜNÝVERSÝTESÝ,Turizm Fakültesi,Gastronomi ve Mutfak Sanatlarý (Fakülte),https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=101790170,(4 Yýllýk),BATMAN,Devlet,Ücretsiz,Örgün,Doldu#,42,41,,,123771,208619,,,345.59688,324.44607,,,42,41,,,Turizm Fakültesi,SÖZEL,Ücretsiz,40,1,42,41,0,42,0,1,5,3,345.59688,0,123771,0,423.4286,8,5,390.275,78.1
104190589,https://yokatlas.yok.gov.tr/lisans.php?y=104190589,GAZÝ ÜNÝVERSÝTESÝ,Gazi Eðitim Fakültesi,Özel Eðitim Öðretmenliði,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=104190589,(KKTC Uyruklu)(4 Yýllýk),ANKARA,Devlet,Ücretsiz,Örgün,Doldu#,1,,,,123915,,,,345.55167,,,,1,,,,Gazi Eðitim Fakültesi,SÖZEL,Ücretsiz,1,0,1,1,0,1,0,1,0,0,345.55167,0,123915,0,345.55167,124,0,430,86
102790357,https://yokatlas.yok.gov.tr/lisans.php?y=102790357,ÇANAKKALE ONSEKÝZ MART ÜNÝVERSÝTESÝ,Eðitim Fakültesi,Coðrafya Öðretmenliði,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=102790357,(KKTC Uyruklu)(4 Yýllýk),ÇANAKKALE,Devlet,Ücretsiz,Örgün,Doldu#,1,,,,135137,,,,342.17647,,,,1,,,,Eðitim Fakültesi,SÖZEL,Ücretsiz,1,0,1,1,0,1,0,1,0,0,342.17647,0,135137,0,342.17647,135,1,443.333,88.7
101890231,https://yokatlas.yok.gov.tr/lisans.php?y=101890231,BAYBURT ÜNÝVERSÝTESÝ,Eðitim Fakültesi,Sosyal Bilgiler Öðretmenliði,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=101890231,(4 Yýllýk),BAYBURT,Devlet,Ücretsiz,Örgün,Doldu#,52,52,,,135699,141388,,,342.01592,340.62674,,,52,52,,,Eðitim Fakültesi,SÖZEL,Ücretsiz,50,2,52,52,0,52,0,1,1,1,342.01592,0,135699,0,363.73867,75,7,389.383,77.9
101090566,https://yokatlas.yok.gov.tr/lisans.php?y=101090566,ANADOLU ÜNÝVERSÝTESÝ,Ýletiþim Bilimleri Fakültesi,Gazetecilik,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=101090566,(4 Yýllýk),ESKÝÞEHÝR,Devlet,Ücretsiz,Örgün,Doldu#,84,82,,,146627,160382,,,338.93518,335.48052,,,84,82,,,Ýletiþim Bilimleri Fakültesi,SÖZEL,Ücretsiz,80,2,84,82,0,84,0,1,5,2,338.93518,0,146627,0,365.44481,71,9,404.631,80.9
103390216,https://yokatlas.yok.gov.tr/lisans.php?y=103390216,DÜZCE ÜNÝVERSÝTESÝ,"Sanat, Tasarým ve Mimarlýk Fakültesi",Görsel Ýletiþim Tasarýmý,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=103390216,(4 Yýllýk),DÜZCE,Devlet,Ücretsiz,Örgün,Doldu#,22,21,,,151147,221669,,,337.68165,321.78785,,,22,21,,,"Sanat, Tasarým ve Mimarlýk Fakültesi",SÖZEL,Ücretsiz,20,1,22,21,0,22,0,1,2,1,337.68165,0,151147,0,392.23179,29,2,380.904,76.2
104070070,https://yokatlas.yok.gov.tr/lisans.php?y=104070070,GALATASARAY ÜNÝVERSÝTESÝ,Ýletiþim Fakültesi,Ýletiþim,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=104070070,(Fransýzca)(KKTC Uyruklu)(4 Yýllýk),ÝSTANBUL,Devlet,Ücretsiz,Örgün,Doldu#,1,,,,162607,,,,334.71713,,,,1,,,,Ýletiþim Fakültesi,SÖZEL,Ücretsiz,1,0,1,1,0,1,0,1,0,0,334.71713,0,162607,0,334.71713,163,0,408.333,81.7
301310074,https://yokatlas.yok.gov.tr/lisans.php?y=301310074,ULUSLARARASI FÝNAL ÜNÝVERSÝTESÝ,Eðitim Bilimleri Fakültesi,Okul Öncesi Öðretmenliði,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=301310074,(Ücretli)(4 Yýllýk),KKTC-GÝRNE,KKTC,Ücretli,Örgün,Doldu#,4,3,2,,209511,181241,,,323.96195,330.42143,,,4,3,4,1,Eðitim Bilimleri Fakültesi,SÖZEL,Ücretli,4,0,4,4,0,4,0,1,2,0,323.96195,0,209511,0,346.14112,122,0,380.783,76.2
109090084,https://yokatlas.yok.gov.tr/lisans.php?y=109090084,SÝÝRT ÜNÝVERSÝTESÝ,Turizm Ýþletmeciliði ve Otelcilik Yüksekokulu,Gastronomi ve Mutfak Sanatlarý (Yüksekokul),https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=109090084,(4 Yýllýk),SÝÝRT,Devlet,Ücretsiz,Örgün,Doldu#,42,41,,,229478,278413,,,319.91786,311.54742,,,42,41,,,Turizm Ýþletmeciliði ve Otelcilik Yüksekokulu,SÖZEL,Ücretsiz,40,1,42,41,0,42,0,1,3,2,319.91786,0,229478,0,403.89993,18,5,374.388,74.9
300210493,https://yokatlas.yok.gov.tr/lisans.php?y=300210493,GÝRNE AMERÝKAN ÜNÝVERSÝTESÝ,Eðitim Fakültesi,Okul Öncesi Öðretmenliði,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=300210493,(Ücretli)(4 Yýllýk),KKTC-GÝRNE,KKTC,Ücretli,Örgün,Doldu#,18,18,5,1,232534,269180,,,319.32277,313.08734,,,18,18,14,8,Eðitim Fakültesi,SÖZEL,Ücretli,18,0,18,18,0,18,0,1,1,0,319.32277,0,232534,0,340.15081,142,1,363.206,72.6
200610233,https://yokatlas.yok.gov.tr/lisans.php?y=200610233,BAÞKENT ÜNÝVERSÝTESÝ,Fen-Edebiyat Fakültesi,Türk Dili ve Edebiyatý,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=200610233,(Ücretli)(4 Yýllýk),ANKARA,Vakýf,Ücretli,Örgün,Doldu#,1,1,,3,258643,742709,,,314.45733,256.84739,,,1,1,4,6,Fen-Edebiyat Fakültesi,SÖZEL,Ücretli,1,0,1,1,0,1,0,1,1,0,314.45733,0,258643,0,314.45733,259,0,387.65,77.5
103190698,https://yokatlas.yok.gov.tr/lisans.php?y=103190698,DOKUZ EYLÜL ÜNÝVERSÝTESÝ,Buca Eðitim Fakültesi,Coðrafya Öðretmenliði,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=103190698,(KKTC Uyruklu)(4 Yýllýk),ÝZMÝR,Devlet,Ücretsiz,Örgün,Doldu#,1,,,,261879,,,,313.87093,,,,1,,,,Buca Eðitim Fakültesi,SÖZEL,Ücretsiz,1,0,1,1,0,1,0,1,1,0,313.87093,0,261879,0,313.87093,262,0,343,68.6
104890568,https://yokatlas.yok.gov.tr/lisans.php?y=104890568,HACETTEPE ÜNÝVERSÝTESÝ,Ýletiþim Fakültesi,Ýletiþim Bilimleri,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=104890568,(KKTC Uyruklu)(4 Yýllýk),ANKARA,Devlet,Ücretsiz,Örgün,Doldu#,1,,,,280042,,,,310.71648,,,,1,,,,Ýletiþim Fakültesi,SÖZEL,Ücretsiz,1,0,1,1,0,1,0,1,0,0,310.71648,0,280042,0,310.71648,280,0,407.5,81.5
210402096,https://yokatlas.yok.gov.tr/lisans.php?y=210402096,ÝSTANBUL NÝÞANTAÞI ÜNÝVERSÝTESÝ,"Ýktisadi, Ýdari ve Sosyal Bilimler Fakültesi",Yeni Medya ve Ýletiþim,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=210402096,(Ýngilizce)(Ücretli)(4 Yýllýk),ÝSTANBUL,Vakýf,Ücretli,Örgün,Doldu#,1,1,,,336568,416104,,,301.8096,291.6412,,,1,1,1,1,"Ýktisadi, Ýdari ve Sosyal Bilimler Fakültesi",SÖZEL,Ücretli,1,0,1,1,0,1,0,1,1,1,301.8096,0,336568,0,301.8096,337,0,358.253,71.7
206290201,https://yokatlas.yok.gov.tr/lisans.php?y=206290201,ÝSTANBUL YENÝ YÜZYIL ÜNÝVERSÝTESÝ,Ýletiþim Fakültesi,Yeni Medya ve Ýletiþim,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=206290201,(%50 Ýndirimli)(4 Yýllýk),ÝSTANBUL,Vakýf,%50 Ýndirimli,Örgün,Doldu#,25,17,1,5,380558,404177,,,295.58608,293.15693,,,25,17,14,34,Ýletiþim Fakültesi,SÖZEL,%50 Ýndirimli,25,0,25,25,0,25,0,1,4,0,295.58608,0,380558,0,346.0115,122,5,367.529,73.5
208750175,https://yokatlas.yok.gov.tr/lisans.php?y=208750175,ÝSTANBUL KENT ÜNÝVERSÝTESÝ,Sanat ve Tasarým Fakültesi,Gastronomi ve Mutfak Sanatlarý (Fakülte),https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=208750175,(%50 Ýndirimli)(4 Yýllýk),ÝSTANBUL,Vakýf,%50 Ýndirimli,Örgün,Doldu#,27,21,,,386200,425552,,,294.82364,290.42892,,,27,21,,,Sanat ve Tasarým Fakültesi,SÖZEL,%50 Ýndirimli,27,0,27,27,0,27,0,1,0,0,294.82364,0,3862,0,354.49574,97,2,381.315,76.3
206210591,https://yokatlas.yok.gov.tr/lisans.php?y=206210591,ÝSTANBUL YENÝ YÜZYIL ÜNÝVERSÝTESÝ,Ýletiþim Fakültesi,Görsel Ýletiþim Tasarýmý,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=206210591,(%50 Ýndirimli)(4 Yýllýk),ÝSTANBUL,Vakýf,%50 Ýndirimli,Örgün,Doldu#,25,17,3,8,389276,432069,,,294.42473,289.61687,,,25,17,22,34,Ýletiþim Fakültesi,SÖZEL,%50 Ýndirimli,25,0,25,25,0,25,0,1,0,0,294.42473,0,389276,0,359.52842,84,1,387.499,77.5
209210086,https://yokatlas.yok.gov.tr/lisans.php?y=209210086,ANKARA MEDÝPOL ÜNÝVERSÝTESÝ,Ýletiþim Fakültesi,Halkla Ýliþkiler ve Reklamcýlýk (Fakülte),https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=209210086,(%50 Ýndirimli)(4 Yýllýk),ANKARA,Vakýf,%50 Ýndirimli,Örgün,Doldu#,43,38,28,30,392713,603186,,,293.97033,270.40659,,,43,38,38,51,Ýletiþim Fakültesi,SÖZEL,%50 Ýndirimli,43,0,43,43,0,43,0,1,3,3,293.97033,0,392713,0,368.95257,64,3,397.291,79.5
107090326,https://yokatlas.yok.gov.tr/lisans.php?y=107090326,NECMETTÝN ERBAKAN ÜNÝVERSÝTESÝ,Güzel Sanatlar ve Mimarlýk Fakültesi,Geleneksel Türk Sanatlarý,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=107090326,(4 Yýllýk),KONYA,Devlet,Ücretsiz,Örgün,Doldu#,22,21,,,419435,611829,,,290.53413,269.53223,,,22,21,,,Güzel Sanatlar ve Mimarlýk Fakültesi,SÖZEL,Ücretsiz,20,1,22,21,0,22,0,1,3,0,290.53413,0,419435,0,418.7656,9,3,405.319,81.1
108690268,https://yokatlas.yok.gov.tr/lisans.php?y=108690268,PAMUKKALE ÜNÝVERSÝTESÝ,Turizm Fakültesi,Rekreasyon Yönetimi (Fakülte),https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=108690268,(4 Yýllýk),DENÝZLÝ,Devlet,Ücretsiz,Örgün,Doldu#,32,31,,,420992,498269,,,290.33775,281.67533,,,32,31,,,Turizm Fakültesi,SÖZEL,Ücretsiz,30,1,32,31,0,32,0,1,5,2,290.33775,0,420992,0,396.08727,25,7,373.782,74.8
206211111,https://yokatlas.yok.gov.tr/lisans.php?y=206211111,ÝSTANBUL YENÝ YÜZYIL ÜNÝVERSÝTESÝ,Fen-Edebiyat Fakültesi,Türk Dili ve Edebiyatý,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=206211111,(%50 Ýndirimli)(4 Yýllýk),ÝSTANBUL,Vakýf,%50 Ýndirimli,Örgün,Doldu#,33,25,16,2,430659,440816,,,289.13094,288.53618,,,33,25,17,21,Fen-Edebiyat Fakültesi,SÖZEL,%50 Ýndirimli,33,0,33,33,0,33,0,1,1,1,289.13094,0,430659,0,352.97289,101,7,373.086,74.6
